PROFONDEUR_TOIT	PROFONDEUR_BASE	ID_UNITE_GEOL	NPXY
1.4	1.8	24440	6bc
0	2	5580	2
2	4	835	8b
18	20	836	9a
0	0.2	5895	1
18	56	24027	7c
12.4	15	24402	7d1
0	2	24450	1
2.5	2.9	918	6e
0	56	14364	7d
6	12	3160	7d
2.6	5.7	4731	6ab
34	50	11581	9ab
6	12	23823	7c
1.5	3.6	23869	3e
22	36	23970	7c
11	12.7	4693	4b
0.2	0.35	12454	1
29	41	23971	7c
0	4	8207	2
6	8	23752	7e
42	44	17153	9c
8	14	23473	7ac
6	10	23791	12d
25	32.5	24460	9ac
24	32	24456	7c
2.25	8	24024	7c1
16.7	18.3	24393	7d1
14	16	836	9a
0	0.15	24420	1
0.6	2.1	23951	4a
8.5	10	24421	5c12
14	16	24453	7d
0	0.15	24595	1
15.3	16.55	23969	7d1
0	0.1	9370	1
30	54	24028	7e
20	24	11623	12c
12	14	3160	7a
12	16	23927	7d
26	30	538	7a
0	2	24030	7d
48	52	7203	9b
1.5	3.9	4690	4b
44	47	23033	7c
6	24	24242	7e
5.4	5.8	24392	6d1
0	0.3	24464	1
4	16	24234	7d
2.3	3.8	466	4-9ac
2.7	6.35	24375	7c1
2.6	19.8	4712	4b
4	14	5581	7e
6.2	10	23969	7d1
44	62	21161	9ab
0.6	1	24358	3c
0	0.7	23946	1
0.2	0.6	13168	3c
0	1.2	4694	2
18	28	24032	7d
0.1	0.6	9398	2
22	48	3074	7-12ac
64	66	4975	12e
5.2	10.4	24014	7e12
0.75	1	12455	6c
27	31	3698	9ac
12	14	24251	7a
30	42	5581	7c
50	66	13221	7e
50	58	11556	9a
0	0.08	9380	2
6.6	14	24406	6e2
22	34	8218	9a
0	2	536	1-2
3.9	12	24360	6e2
2	4	24453	7c
0	2	24252	7e
62	68	142	12b
32	36	23031	7bd
3	5.5	4685	4a
44	46	23031	7bc
0	4	23054	7d
20	30	24028	7e
0.4	4.4	24591	6e1
0	0.6	24373	2
0	2	4691	1
24	30	23031	7bc
4.3	10.7	4741	6b
0	0.8	13273	2
28	38	8211	9bc
22	28	24245	9ab
17	19	24436	6d
3.6	6.6	4700	4a
0	4	760	7d
16	34	23036	7de
0	2	24025	3
0	6	2740	7c
2	10	2737	7d
7.7	8	23949	7d2
0.6	2.4	24478	6a
2	18	24255	6ab
18	28	11845	9a
2	10	24241	7c
0	2	24242	7d
2	4	24242	7e
0.05	0.5	9387	2
16.3	18.2	13272	9a
61	95	2216	9a
0	4	24247	7e
0	2	23033	7bc
0	9	24436	6d
10	12	23012	7d
3.6	7.7	23948	6e2
2	34	24030	7c
4	8	13510	7b
40	42	11468	9bc
9.8	12.5	9402	6d2
16	18	23012	7d
14	24	3160	7d
48	54	20022	9a
54	58	4914	7e
0	2	4013	7e
15	18	4698	4b
5.3	9	24287	6c
0.3	0.7	24426	2
4	6	24438	7d
6.1	15.2	24593	8e12
11.6	11.85	918	6b
30	42	24231	9ab
2.4	6.4	24478	6b
6.4	8.4	24479	7e12
0.15	0.4	24596	3
20	26	8208	7c
0	0.7	27035	1
0	0.05	9386	1
2	4	23033	7ab
1.9	4	4687	4a
2.6	9.2	7560	9ac
2	8	4013	7d
5.8	10	24004	6d2
4	6	482	7-12d
42	50	24438	7d
44	140	17153	9ab
22	26	538	7d
0	0.1	516	1
14	16	23035	7e
7.4	10	24475	7d1
4.7	9.9	24019	7e12
3.4	6.1	13308	8e1
28	42	24343	7c
22	24	141	11a
9.4	10.7	23934	8a
8.7	15.7	243	7c1
5	5.7	9388	6d2
0	0.1	9397	1
6	12	23036	7ac
18	25	24459	7e
26	28	24236	7c
4	18	2773	7d
78	114	13219	9a
22	24	5851	7e
0.65	1.6	24281	3c12
2	4	23020	7be
10	12	13010	7c
56	64	13508	9c
6	24	24252	7d
12.7	16.6	4693	4a
0.3	2.6	4737	6a
5.1	6.6	24406	6c2
1.3	1.6	23962	3c
0.2	0.9	9288	3
76	80	13236	9ab
9.9	10.6	24401	8e12
34	42	23036	7c
0	1	3700	1
0	2	23926	7c
32	42	11558	9ab
0	5	2727	7e
4.6	6.1	24474	6b
0	1.8	7838	2,3
38	42	538	7ae
13	21	23971	7c
3.1	5.4	24423	5c1
0	2	23019	7da
6.3	11.3	4737	6b
5.35	8	9313	6d2
0	6	7630	1
0	0.6	23950	1
0	2	23032	7bc
16	18	836	9a
6	12	24451	7c
4.15	5.3	9311	6bc2
0	6	24342	2
14	32	24432	7c
19.2	22	434	9a
5.3	6.15	9311	6cb2
6.8	8	9396	6c
56	80	21138	9b
5.4	9.1	23991	7d12
2.8	3.6	6822	4c
0	0.3	6821	2
58	60	8204	12e
28	32	11558	9d
0.8	1.9	24466	6ab
5.5	17	4690	4b
10.2	17	24179	7c1
28	32	2737	7c
1	4.6	24474	6a
2	2.5	918	6a
9	10	4688	4b
10	16	24241	7d
8.4	10	24479	7d1
6	8	24438	7a
0	0.3	24469	1
40	88	18516	9ab
16.55	18	19957	9a
11.2	12.4	24401	8e1
46	48	23031	7ab
1.1	3.3	5897	4a
0.8	6.3	13274	6e1
0	2	4980	2
8.4	13.2	5894	7e1
16	24	11423	9ab
1.9	3.1	9372	6c12
23	25	8305	7b
16	38	23925	7c
67	72	24037	7c
1	2.8	6822	4b
5.3	9.6	24520	7d2
14	22	5851	7d
8	10	24217	7e
0	4	748	7d
50	84	4981	7c
0.15	0.2	24357	2
0	4	23764	6e
7.3	7.6	24427	4ac
2.3	6.1	24178	2
0	0.6	24003	2
29	67	24037	7d
3.6	4.3	23966	7c1
6	10	23034	7ac
0.9	6.8	9396	6b
0.8	5.2	24013	6e1
6	22	2740	7d
0.5	1.3	24405	2
26	56	11423	9ab
0.3	3	5893	4a
8	34	24248	7c
32	34	24432	7d
0	0.3	24473	3
0.1	0.9	9371	3
0.1	43	517	7cd
20.2	30	24016	7c1
14	15	918	6b
12	56	21138	9a
73	100	517	7cd
19.4	21.8	4709	4b
113	135.5	520	9a
1.6	2	27360	2
0.4	5	27343	6e
3.2	6	27328	7d
0	0.3	27335	2
0.5	1.5	27299	2
0	0.05	27364	2
2	4.3	27292	7d1
5.9	6.2	27299	2
0.4	2	27291	2
0	0.8	27348	2
0.3	2.7	27356	2
0.4	0.8	27352	2
3.45	3.65	27340	6c2
0	0.4	27346	2
0	0.2	27331	1
0	0.3	27356	2
0	0.3	27285	1
0	0.4	27295	2
0.8	1.5	27297	2
0.8	12	27353	6e
2.4	3.2	27328	7a
0	0.05	27362	2
0.8	2.1	27365	6a
2	20	27359	6e
0	2.7	27354	2
0.3	2	27286	2
0	0.8	27297	2
0	1	27326	1
2	16	27363	6d
6.2	8.3	27341	7b12
0.15	2.3	27350	2
2.7	18	27357	6e
0	0.4	27344	2
0.8	3	27330	6bc
2.3	3.3	27350	2
5.2	10	27361	6d
0	0.1	27360	2
0	0.2	27329	1
1.6	2	27359	6a
0.05	0.8	27364	2
0	0.6	27293	2
3.3	12	27351	6e
0	0.7	27300	2
3.65	6.2	27341	7d12
3.2	3.45	27340	6c2
0	0.4	27471	1
0.2	0.8	27329	1
4.2	4.7	27296	7c1
2.1	11	27365	6d
0.4	8	27345	6e
0.2	0.8	27333	1
4.5	5	27337	7b12
0	3.5	27302	2
0.05	0.6	27362	2
0	0.7	27358	2
1.5	3.7	27299	2
2.3	12	27349	6e
0.1	1.6	27360	2
2.4	3	27332	6c
2	3.3	27287	7d
0.3	1.8	27289	2
0.6	4.2	27294	7c1
0.6	1.1	27335	2
0.4	8	27347	6e
1.5	4.2	27298	7c1
0	0.5	27299	2
0.2	0.6	27331	1
0.7	1.6	27358	2
0	0.15	27350	2
0	0.4	27290	1
2.5	3.1	27337	7c12
1.1	2.5	27337	7d12
1	2.4	27327	6bc
0	0.2	27333	1
0.8	3	27334	6bc
0.8	2.3	27349	6a
2.35	3.2	27340	6c2
2	5.2	27361	6a
2.7	14	27355	6e
0.6	2.4	27332	6bc
0.4	4.2	27295	2
0.7	2.2	27300	2
0.3	0.6	27335	2
0	0.3	27288	1
3.1	4.5	27337	7d12
0	0.4	27352	2
0.8	2.35	27339	2
0.6	2	27363	6a
0	0.8	27339	2
2.2	3.6	27301	7c1
3.7	5.9	27299	2
0	0.3	27261	1
1.5	3.2	27242	7c1
0.4	1.3	27256	3c
2	3.5	27257	7c1
0	0.4	27246	1
0.7	1	27241	8b
1.2	3.5	27251	7c1
1	1.5	27242	7c,3
1.6	3.5	27254	7c1
0.95	1.2	27260	7c,3
1.4	2.2	27854	8a
2.7	3.5	27855	7c1
0	0.35	27258	1
1.1	1.6	27254	7c,3
0.9	1.4	27245	7c,3
0	0.35	27239	1
0.35	0.75	27250	3c
1.9	3.5	27248	7c1
0.35	0.95	27259	3c
0.75	1.2	27251	7c,3
0.35	0.7	27240	3c
0	0.4	27252	1
0	0.4	27255	1
2.2	2.7	27855	7c,3
1.1	1.9	27248	7c,3
0.3	0.9	27244	3c
1.4	3	27245	7c1
0.4	1.1	27253	3c
1.3	2	27257	7c,3
1.2	3.5	27260	7c1
0	0.3	27243	1
0.4	1.1	27247	3
0.3	0.9	27262	3c
0.9	1.4	27263	7c,3
0	0.35	27249	1
0	0.5	27856	1
0.2	0.9	27224	6d12
3.5	9	27224	6e2
3	4	27277	7c1
2	3.5	27280	7c1
0	0.2	27223	2
0.4	1.4	27268	3c
0.3	0.8	27271	2a
0.5	1.5	27279	3c
1.8	2.6	27284	7c,3
2.6	4	27284	7c1
0.85	1.8	27283	8a
0.9	3.5	27224	6d12
0.15	0.45	27274	2a
2	3	27277	7c,3
0	0.35	27281	1
1.4	1.9	27269	7c,3
0.35	0.85	27282	3c
1.5	2	27280	7c,3
0.45	1	27275	3c
0.5	37	26209	7c
0	0.4	27267	1
37	72	26210	9ac
1	2	27276	8b
0	0.3	27270	1
0.8	1.5	27272	7c,3
0.9	1.7	27266	7c,3
0	0.4	27264	1
1.9	3.2	27269	7c1
1.5	3.5	27272	7c1
0	0.5	27278	1
1.7	3.2	27266	7c1
0.4	0.9	27265	3c
0	0.15	27273	1
0	0.25	27128	2
1.4	3.5	27144	6b
0.2	0.6	27173	2d
6.6	10	27219	9ab
0.6	1.1	27174	6bc1
13	14.5	27144	6e2
0	0.75	27216	2
0.5	1.3	27138	6d1
4.8	5.5	27129	7c1
0	2	27117	2
1.3	1.6	27175	7d1
10.1	12	27160	7d12
0	0.1	27140	1
8	10.1	27160	7d2
7.4	8	27127	7e2
14	18	27220	12c1
6.5	7.4	27127	7e2
27	40.3	27221	13a
0.75	1.6	27216	2
5.75	10	27175	7d12
0.5	1.5	27146	3
0.25	0.8	27128	2
4.1	6.5	27178	7c12
1.7	2.8	27129	7c12
2.2	4.4	27218	7c1
4	5	27144	6c2
4.4	6	27139	7d1
7	8	27133	7d2
18	27	27221	13a
10	12	27175	7d1
4.4	4.6	27219	9a
10	14	27219	9a
7.75	12	27178	7d1
4.3	6	27142	7d1
5.5	6.7	27129	7c1
0	1.4	27143	1
1.5	6	27147	7d1
5.8	7	27133	7d2
4.6	5.8	27219	9a
0.1	0.8	27140	1
0	0.2	27176	1
0.3	1.5	27131	3ed
6.25	6.6	27219	9ac
1.2	2.6	27127	7c1
0.2	0.6	27177	3d
6.5	7.75	27178	7bc12
5	8	27160	7d12
6.7	8	27129	7d12
0	0.25	27159	1
1.6	5	27160	7d1
0	0.05	27173	2
5.45	8.5	27144	6d2
0.8	1.7	27128	2
0	0.3	27130	1
1.9	3	27132	6d1
1	1.6	27160	7d,3
3	5.6	27133	7d12
0.25	1	27159	1
9.4	13	27144	6e2
0	0.25	27126	2
0	0.5	27145	1
2.6	6.5	27127	7d1
0	0.5	27137	1
5.6	5.8	27133	7b12
0.25	1.2	27126	2
0.05	0.2	27173	2a
14.5	20	27144	6e2
1.3	4.4	27138	6d1
1.6	2.2	27217	3d1
0.8	4.3	27141	6d1
0.6	4.1	27178	7d1
3.5	4	27144	6c2
5.8	6.25	27219	9ab
1.1	1.3	27174	6b1
1.6	5.75	27175	7bc12
8.5	9.4	27144	6d2
1.5	1.9	27132	6d1
5	5.45	27144	6b
24	30	26934	7a
54	68	26935	9ab
4	4.6	27960	6b1
4	14	26934	7d
8.4	9.3	27116	7e2
40	42	26934	7c
1.2	2.6	27114	2
2.85	4.5	27116	7c1
2.8	3.7	27939	6a1
16	24	26934	7ac
72	74	27121	13a
6	12	27111	7ac
0	0.4	27953	1
60	62	27125	12d
4.5	5	27116	7d1
2	6	27110	6c
6	18	27124	9a
46	48	27119	9b
2	6	27123	7c
59	60	27124	9ac
68	92	26936	12bc
0	0.4	27958	1
1.1	2.5	27945	6b1
3.7	4.9	27939	6b1
1.8	2.8	27939	6b1
2.1	4	27960	6a1
48	59	27124	9a
0.5	1.1	27945	6d1
2.6	2.85	27115	6d1
0	2	26933	2
10	18	27119	9a
22	46	27119	9a
14	16	26934	7c
0	0.2	27114	2
12	20	27111	7ac
20	80	27112	9ab
2.5	3.7	27945	6a1
3.7	4.6	27945	6b1
18	46	27124	9a
0.4	1.4	27960	6a1
92	110	26936	12ac
0	0.5	27937	1
42	54	26934	7ac
2	4	26934	7e
0	2	27122	2
4	5.2	27951	6b1
60	72	27120	12c
6	10	27119	9a
0	0.5	27943	1
0.7	4	27951	6b1
1.4	2.1	27960	6b1
0.5	1.8	27939	6a1
46	48	27124	9ab
1.8	1.9	27955	6d1
18	22	27119	9b
0.2	1.2	27114	2
0	2	27109	2
0.4	1.8	27955	6a1
1.9	3.4	27955	6a1
3.4	4.5	27955	6b1
48	60	27119	9a
30	40	26934	7ac
5	8.4	27116	7d12
0	0.7	27949	1
2	6	27118	7c
9.3	11	27116	7c1
1.5	9.3	28018	6a
2	3.55	28027	6c2
3.3	4	28001	6c12
0.8	1.8	27990	6a1
0.7	2.5	28036	6a
0.3	0.9	28014	1
0	0.4	28049	1
0	0.25	28019	1
8.6	9.8	28015	6c2
2.5	3.7	27966	6a1
0	0.3	28002	3
0.2	1	28021	1
1.4	2.4	28006	6b
1.8	3.9	27990	6b1
1.7	3.5	28010	6a
0.6	2	28027	6a
0	0.3	28030	1
2.3	3.4	28048	6d
4.3	5	27999	6c12
0	0.3	28014	1
6.55	11.4	28033	6e12
3.55	6	28027	6d2
0	1.7	28009	1
1.65	2.65	28050	6ab
0	0.5	27986	1
0.4	0.7	28043	1
0	0.45	28016	1
0	0.4	28039	1
2.3	4	27979	6b1
0.75	6.55	28033	6a
0.25	0.75	28032	1
0.5	1.1	28000	1
1.5	2.3	28048	6a
0.7	4.15	28040	6d
0.7	3.8	28042	6a
0	0.4	28045	1
1.1	1.8	28013	2
0.4	0.7	28035	1
0.65	1.65	28050	6a
0.4	1.4	28012	6a
0	0.7	27982	1
1.3	4.3	28046	6a
0	1.5	27998	1
0.7	4	27983	6b1
7.1	8.3	28020	6c2
6.4	7.3	28022	6b
6.95	9	28031	6e12
1.1	2	28004	7d1
9.8	10	28015	6d2
1	6.4	28022	6a
0.4	0.7	28037	1
0.7	4.1	28044	6a
0.4	0.65	28049	1
0	0.4	28047	1
0	0.8	27964	1
0	0.2	28021	1
0	0.5	28000	1
0.8	2.5	27966	6b1
0	1.6	28007	1
2.65	4.35	28050	6d
1.5	1.7	27998	1
0	0.4	28011	1
2	10	28004	7c1
11.4	15.6	28034	7e12
3.9	4	27990	6d1
8.3	9.5	28020	6b
0.3	1.1	28002	3
0	0.4	28035	1
0	1.4	28005	1
0.4	0.7	28039	1
0.7	3.9	28038	6d
9.5	11	28020	6c2
0.4	1.1	28047	1
0	0.5	27976	1
0.5	2.3	27979	6b1
0	1.2	27996	1
1.2	3.8	27997	6a1
8.1	8.6	28015	6a
4.1	4.4	28036	6d
0	0.3	28024	1
1.7	4.3	27999	6a1
0	0.5	27978	1
2.5	4.1	28036	6d
2.4	4	27977	6a1
1.1	3.3	28001	6a1
0	0.4	28037	1
0	0.4	28043	1
9.3	12	28018	6b
2.4	3.4	28006	6d
0.4	1.3	28045	1
0.4	0.7	28041	1
0.8	6.95	28031	6a
0	0.6	27969	1
0.45	1.5	28017	3
8.6	10	28023	7d2
0.3	0.8	28030	1
0	0.4	28041	1
0	0.25	28032	1
1.6	3.8	28008	6b
0.5	7.1	28020	6a
1.4	4.3	28012	6b
0.6	4	27971	6a1
7.3	8.6	28022	6c2
0.9	6.3	28015	6a
0	1.1	28013	2
1.1	1.5	28048	6b
0.5	4	27988	6a1
0.3	0.6	28024	1
0.25	0.5	28019	1
0	0.8	27989	1
0.5	2.4	27977	6b1
6.3	8.1	28015	6b
5.4	7.8	28062	6e2
5.4	8	28060	6e2
2.2	5.4	28060	6c12
5.5	8	28058	6a
3	4.5	28058	6b
5	7	28053	6a
2	3	28062	6a
5.6	6.2	28067	6b
4.5	5	28053	6ab
0.6	1.3	28065	1
8	10.5	28053	6a
4	6	28055	6a
0	0.8	28063	1
8.5	9.5	28055	6a
7	8	28053	6ab
10.5	11	28054	6ab
12.5	13	28055	6a
1.3	1.5	28066	3
4.9	5	28067	6c
0	1	28058	6ac
5	5.6	28067	6a
6.2	8.5	28067	6a
8.5	8.8	28067	6c
11.5	12.5	28055	6bc
0	0.5	28061	1
9.5	10.5	28055	6a
11	13.5	28054	6a
3.1	3.9	28067	6a
3	3.5	28055	6a
0.7	2.2	28060	6a
9	10.5	28054	6ab
6	8.5	28055	6a
13	13.5	28053	6bc
9.1	11.2	28067	6b
10.5	12.5	28053	6b
2	9	28054	6a
3	4.5	28062	6c2
11.2	13.2	28067	6a
10.5	11.5	28055	6a
11.3	13.7	28064	6b
0.5	1.2	28061	1
1.5	3.1	28067	6a
4.1	4.9	28067	6a
4.5	5.5	28058	6ab
1.2	2	28062	6b
13.5	15	28054	6ab
1	3.5	28053	6a
3.6	11.3	28064	6b
13.7	15.75	28064	6b
15.75	16	28064	6b
4.5	5.4	28062	6c2
8.8	9.1	28067	6a
15.4	17	28067	6c
7.8	9	28062	6c2
3.5	4.5	28053	6a
1	3	28058	6ab
0	1	28052	1
3.5	4	28055	6ab
12.5	13	28053	6c
13.2	15.4	28067	6b
0	2	28054	6ab
0.5	3	28055	6ab
0.8	3.6	28064	6a
3.9	4.1	28067	6c
0	0.7	28059	1
0	0.6	28065	1
0	0.5	28055	6ac
8	11	28058	6b
8.6	8.9	28074	6d
4.3	6.8	28074	6a
1	1.6	28073	1-2
10.4	10.7	28072	6c
12.2	13	28072	6b
11.3	12.2	28072	6c
2.4	4.8	28072	6a
5.3	8	28072	6a
0	0.3	28075	1-2
2.6	5.5	28079	6b
12.5	14.8	28074	6c
11	11.7	28074	6b
0.5	5.5	28069	1-2
13.5	16	28072	6c
0.3	1	28075	1-2
5.5	5.7	28079	6d
9.7	10.4	28072	6c
0.15	2.6	28078	1-2
11.7	12	28074	6c
8	8.6	28072	6aa
1	2.9	28076	6a
4.4	6.4	28076	6a
8	8.6	28074	6a
6.8	7.8	28074	6a
3.4	4	28076	6a
8.9	9.3	28074	6a
9.3	11	28074	6a
4.8	5.3	28072	6a
7.4	14	28076	6e
12	12.5	28074	6b
2.9	3.4	28076	6a
0	1	28071	1-2
13	13.5	28072	6c
1.6	2.3	28074	6a
9.4	9.7	28072	6a
4	4.3	28074	6c
0	1	28073	1-2
1	2.4	28071	1-2
6.4	7.4	28076	6d
7.8	8	28074	6b
8.6	9.4	28072	6a
10.7	11.3	28072	6b
2.3	4	28074	6b
4	4.4	28076	6a
5.5	5.7	28070	6
0	0.15	28302	1
1.4	2.2	28282	2ce
0	0.3	28287	2
1.4	7	28277	2cb
0.8	2.3	28279	3ce
2.2	2.7	28283	3d
0	7.55	28309	7c1
7.55	7.85	28310	8d1
1.1	7.1	28288	6e1
8.8	14.8	28285	7d1
9.1	10.4	16820	14-15e,3
1	4.5	28125	2
12.1	35	20691	9a
0.8	1.1	28282	2cb
8.1	11.2	17733	9a,3
0.95	7.8	28292	7c1
1.1	7.3	28308	7c1
7.3	8.25	28308	7e1
0	1.1	28307	2
8.25	16	21408	9a
0	0.25	28290	1
11.2	12	17733	9ab
5.5	12.1	28281	7c1
0.6	11.1	16611	14-15
0.3	1.1	28287	2d
8	10.45	28303	2
0.15	5.5	28303	2
0	0.6	28286	2a
0	1	28277	2cb
5.5	8	28303	2d
0.25	0.95	28291	3d
1	1.4	28277	2ab
2.8	5.5	28281	7d1
7.1	8.1	28289	7e1
4.5	5.7	28126	1-2
18.3	30	20690	9a
1.1	1.4	28282	2cb
7.8	11.3	28292	7d1
2.3	2.8	28280	6e1
10.4	15.25	16820	14-15
7	8.5	28277	2
7.85	8.7	28311	7c1
0	0.2	28278	2c
8.7	9.7	28311	7ac
14.8	18.3	28285	7c1
10.7	11.5	11435	14-15
0.2	1	28124	1-2
11.3	15.1	18366	9a
2.7	8.8	28284	6e1
10.45	10.7	28304	5d
0	0.2	28123	1
0.2	0.8	28282	2
8.5	9.1	28277	2ce
0.2	0.8	28278	2ce
0	0.2	28282	2
5.8	8	28550	6c
0.4	5	28547	2
4.4	5.7	28543	6a
0.5	4.4	28542	2
0	0.4	28544	1
5	5.7	28548	6a
0	1	28549	1
0.4	1	28545	6b
0	0.4	28546	1
2.1	5.8	28550	6b
0	0.5	28541	1
1	2.1	28550	6a
6.4	9.8	28642	7d1
13	15	28639	6c
0.15	0.6	28633	3b
0.1	0.65	28636	3b
0	1.2	28640	1
18	19.7	28646	8d1
5.6	5.7	28629	6d
1	3.4	28631	6a
0	1	28630	1-2
0	0.7	28638	1
9.8	11.9	28645	7d1
0.4	2	28648	7d
2	9.4	28645	7d1
9.8	15.2	28643	8a
0	1.2	28644	1
4.5	5.1	28642	7c12
7.5	8.5	28634	6b
6.5	10	28648	7a
0	0.1	28635	1-2
0.2	5.5	28650	7ca
3.9	5.6	28629	6b
0.6	1.15	28633	3b
0.6	3.9	28628	1-2
0.7	3.6	28639	6a
2	6.5	28648	7d
9.4	9.8	28645	7c12
0	0.15	28632	1-2
11.9	18	28646	8a
0	0.4	28647	1-2
10	12	28648	7a
5.5	12	28650	7c
1.5	2	28637	6a
2	7	28637	6b
3.5	4.5	28642	7d12
6.5	7.5	28634	6d
3.2	6.5	28634	6b
1.15	3.2	28634	6a
0	0.2	28649	1-2
5.1	6.4	28642	7d12
0.65	1.5	28637	6a
1.2	3.5	28641	6b
3.6	13	28639	6b
15.2	16.9	28643	8d1
0	0.6	28627	1-2
1.2	2	28645	7c12
22	23	28713	9a
14	17.4	28711	9a
12	14	28711	9a
23.5	25	28713	9b
9.5	10.5	28711	9a
14	15.3	28713	9a
16.3	18.5	28713	9a
15.5	16.3	28713	9a
8.2	8.5	28711	9d
26.8	28	28713	9a
8.4	10	28713	9a
10	11	28713	9a
18	18.9	28711	9a
25	26.8	28713	9a
4.5	8	28713	9a
11	12	28713	9a
0	1.6	28711	9a
7	8.2	28711	9ab
10.5	12	28711	9a
3.2	4.5	28713	9a
1.6	2.8	28711	9a
18.5	21	28713	9a
28	28.4	28714	12c
17.4	18	28711	9b
23	23.5	28713	9a
13	14	28713	9a
0	3.2	28712	3e
2.8	7	28711	9a
18.9	21.1	28711	9a
15.3	15.5	28713	9a
29.1	29.8	28714	12c
8.5	9.5	28711	9a
21	22	28713	9a
28.4	29.1	28714	12c
12	13	28713	9a
8	8.4	28713	9a
6.9	10.5	29150	7e
4.7	5.2	8655	6d12
0	0.4	29184	1-2
0.4	1.1	1025	6e
10.2	12.35	29201	8d1
4.2	5.65	29087	7e
2.8	2.9	8655	6e1
0	0.5	29308	1-2
0	0.4	29151	1
0.3	0.7	29130	1
11.3	13.2	15886	9a
5.65	6.8	29087	7e
1.3	4.4	29309	6e1
9.46	19.09	21654	9a
1.1	1.2	1025	6e
0	0.7	29103	1
14.8	15.65	18319	9a
0.4	0.7	29152	2
0.3	0.7	1019	1
2.91	5.47	29316	7c
12.65	14.8	18319	9ab
7.6	12.2	8444	6c2
2.9	4.7	8655	6d1
2.65	10.9	29158	7c1
0.7	1.2	29103	1
0	0.5	29149	1
12.8	15	15787	9a
0	0.3	1019	1
0	1.56	29079	2
10	12	21400	9a
6.8	9.2	29087	7e
8.1	12.3	29314	8c
1.2	2	29147	6e
0	0.4	8442	1
1.8	2.7	29104	6e
0	0.5	29106	1
11.95	14	21402	9ab
0.7	1.2	29152	2
1.6	2.91	29316	7e
0.4	1.1	1029	6e
2	9.1	1030	7e
2.8	4.2	29087	7e
12.3	12.65	18319	9ab
1.56	2.8	29082	5ae
10.9	12.8	29165	8d1
0.7	1	29133	6e
0	0.4	1028	1
1.2	2	1029	6e
0.9	4	29188	6e1
9.1	10.2	29193	7c1
1.1	1.2	1029	6e
12.35	15.5	17382	9a
0.7	1	1020	6e
1.2	2.65	29155	6e1
12.1	13.6	29311	8d1
10	12	1022	9a
0.6	1.1	29313	7c
1.2	1.8	29103	1
0	0.6	29312	1
2.7	10.7	29105	7e
0	0.4	1024	1
1	10	29137	7e
1.1	6	29313	7c
1.4	6.4	8444	6b
2.4	12.3	29108	7e
1.2	2.4	29107	6e
9.2	11.4	29087	7e
0.5	0.9	29308	1-2
0.9	1.3	29308	1-2
36.75	40.5	21653	12e
10.7	11.3	15886	9ab
0	0.3	8653	1
0	1.6	29315	1
0	0.3	29130	1
5.47	9.46	29316	7d1
21.16	28.5	21654	9e
6.4	7.6	8444	6d2
8	10.4	21809	9a
1.5	3.3	29064	7e
28.5	36.75	21653	12b
0.5	1.2	29106	1
6.3	9.1	29193	7ab
6.4	6.9	29150	7e
2	9.1	1026	7e
1	2.8	8655	6a1
12.2	15.4	8444	6d2
10.5	11.75	17495	9ab
5.5	6.3	29193	7bc
12.3	15.15	16093	9a
0.7	1.5	29345	6ec,3
2	9.1	29148	7e
6	8.1	29313	7c
0.4	1.1	29147	6e
0.5	6	29150	7e
3.3	8	29064	7d
4	5.5	29193	7c1
1.2	2	1025	6e
11.4	11.95	29087	7e
0.3	1	8654	3
0	0.4	29146	1
0.4	1.4	8443	3
0	0.7	29063	1
0.4	0.9	29184	1-2
19.09	21.16	21654	9ae
4.4	12.1	29310	7c1
6	6.4	29150	7e
1.1	1.2	29147	6e
1	10	1021	7e
13.6	17	22005	9a
4	10.1	29410	7c
48.15	50.2	17471	12e
13.15	37.15	29318	7e
0	1.2	29462	3
2	4.3	29505	6d1
23	41.1	18173	9a
4.25	10	17658	9a
0.9	2.65	29498	1-2
2.65	3	29499	6d12
14	23.5	17871	9b
10.5	18	19728	9a
10	11	17454	9a
0	1.3	29410	7e
9.2	11	17662	9a
39	50.3	17644	9a
3	9.2	29500	7d
33.85	35.25	17871	9e
3.5	4	21448	9a
0	0.3	29507	1-2
0.2	2	29491	2
4.3	6	29509	8d
35.25	39	17871	9ab
0	0.2	29490	1
18	19.65	19728	9a
2	3	29491	2
0.3	1.5	29501	1-2
11.5	18	18569	9a
0	0.3	29501	1-2
44	46.35	17472	9ac
0.4	8.5	29318	7e
0	7.3	29319	7d
31.1	32.4	19728	9a
7.3	10.5	29319	7d
0.3	0.65	28057	7d
0.65	4.25	28057	7d
0	0.25	29498	1-2
0	0.3	28056	2
0	2	29458	1
35.25	36.3	19727	12b
36.3	36.6	19727	12b
8.5	13.15	29318	7e
1.2	1.8	29470	6ac
46.35	48.15	17471	12ab
32.4	35.25	19727	12d
8	11.5	29506	7c1
1.8	2.4	29472	7e
37.15	40.5	29318	7be
2	26	29459	7d
2.4	3	29507	1-2d2
26	39	17644	9b
0.15	2	29504	1-2
40.5	44	17472	9ab
1	2.4	29507	1-2d2
23.5	33.85	17871	9a
10.1	14	29410	7d
3	3.5	29491	2
0	0.4	29317	1
1.3	4	29410	7e
0.25	0.9	29498	1-2
1.5	3.8	29502	6d12
3.8	10	29503	7d
0	0.15	29504	1-2
4.3	8	29505	6d12
0.3	1	29507	1-2d2
19.65	31.1	19728	9b
0	23	29457	7d
